# i_shell zmean zmin zmax 
0 0.0041776536854276625 0.0 0.008355307370855325
1 0.012549321724445672 0.008355307370855325 0.01674333607803602
2 0.02095398864007203 0.01674333607803602 0.02516464120210804
3 0.029392209103041855 0.02516464120210804 0.03361977700397567
4 0.037864548724045544 0.03361977700397567 0.04210932044411542
5 0.04637157560788119 0.04210932044411542 0.05063383077164696
6 0.05491387228253697 0.05063383077164696 0.05919391379342698
7 0.06349203124869929 0.05919391379342698 0.0677901487039716
8 0.07210664255120836 0.0677901487039716 0.07642313639844511
9 0.0807583180729019 0.07642313639844511 0.08509349974735869
10 0.08944766639167112 0.08509349974735869 0.09380183303598355
11 0.09817530505909255 0.09380183303598355 0.10254877708220156
12 0.10694186436801478 0.10254877708220156 0.11133495165382801
13 0.11574797887929988 0.11133495165382801 0.12016100610477176
14 0.12459429118149812 0.12016100610477176 0.12902757625822447
15 0.13348145181859983 0.12902757625822447 0.13793532737897518
16 0.14240993674330993 0.13793532737897518 0.14688454610764468
17 0.15138012211485463 0.14688454610764468 0.1558756981220646
18 0.16039285528748526 0.1558756981220646 0.16491001245290593
19 0.16944909777179928 0.16491001245290593 0.17398818309069264
20 0.17854954468161022 0.17398818309069264 0.1831109062725278
21 0.18769489315888788 0.1831109062725278 0.19227888004524796
22 0.1968858465875899 0.19227888004524796 0.20149281312993184
23 0.2061230627059345 0.20149281312993184 0.21075331228193717
24 0.21540677373592232 0.21075331228193717 0.22006023518990747
25 0.22473777206439838 0.22006023518990747 0.22941530893888928
26 0.23411728704231427 0.22941530893888928 0.23881926514573926
27 0.24354606960565928 0.23881926514573926 0.2482728740655793
28 0.25302487572754206 0.2482728740655793 0.25777687738950483
29 0.26255435840013075 0.25777687738950483 0.26733183941075667
30 0.27213483630490287 0.26733183941075667 0.2769378331990491
31 0.2817672188016799 0.2769378331990491 0.2865966044043107
32 0.29145276376341456 0.2865966044043107 0.29630892312251844
33 0.3011922606686802 0.29630892312251844 0.306075598214842
34 0.31098652807887495 0.306075598214842 0.3158974579429079
35 0.3208358597756913 0.3158974579429079 0.32577426160847467
36 0.3307410796491964 0.32577426160847467 0.33570789768991816
37 0.3407035753541986 0.33570789768991816 0.34569925301847904
38 0.3507242124729578 0.34569925301847904 0.3557491719274366
39 0.3608037707407019 0.3557491719274366 0.3658583695539672
40 0.37094270620681735 0.3658583695539672 0.3760270428596675
41 0.3811419993360673 0.3760270428596675 0.3862569558124671
42 0.39140297716289785 0.3862569558124671 0.3965489985133286
43 0.40172654479191827 0.3965489985133286 0.40690409107050796
44 0.4121133467254561 0.40690409107050796 0.4173226023804042
45 0.42256415159576544 0.4173226023804042 0.4278057008111267
46 0.4330802023939876 0.4278057008111267 0.4383547039768485
47 0.4436626300449291 0.4383547039768485 0.44897055611300973
48 0.4543122866464413 0.44897055611300973 0.45965401717987286
49 0.46502988197985773 0.45965401717987286 0.4704057467798426
50 0.47581654555538666 0.4704057467798426 0.48122734433093073
51 0.48667356630513814 0.48122734433093073 0.49211978827934555
52 0.49760193222992977 0.49211978827934555 0.503084076180514
53 0.5086024101371368 0.503084076180514 0.5141207440937596
54 0.5196760882853971 0.5141207440937596 0.5252314324770346
55 0.5308243225740111 0.5252314324770346 0.5364172126709876
56 0.5420481767067153 0.5364172126709876 0.5476791407424431
57 0.5533485476531547 0.5476791407424431 0.5590179545638663
58 0.564726567761376 0.5590179545638663 0.5704351809588857
59 0.5761835721826271 0.5704351809588857 0.5819319634063684
60 0.5877206967068699 0.5819319634063684 0.5935094300073713
61 0.59933899906742 0.5935094300073713 0.6051685681274688
62 0.6110396690303004 0.6051685681274688 0.616910769933132
63 0.6228240118875028 0.616910769933132 0.6287372538418736
64 0.6346932319774736 0.6287372538418736 0.6406492101130736
65 0.6466485431398377 0.6406492101130736 0.6526478761666017
66 0.6586912263588224 0.6526478761666017 0.6647345765510431
67 0.6708225666724182 0.6647345765510431 0.6769105567937934
68 0.6830438272843922 0.6769105567937934 0.6891770977749909
69 0.6953563862562111 0.6891770977749909 0.7015356747374313
70 0.7077616135334679 0.7015356747374313 0.7139875523295045
71 0.7202607847039167 0.7139875523295045 0.726534017078329
72 0.732855231092317 0.726534017078329 0.739176445106305
73 0.7455464768171547 0.739176445106305 0.7519165085280044
74 0.7583360053970541 0.7519165085280044 0.7647555022661039
75 0.771225122490542 0.7647555022661039 0.7776947427149801
76 0.7842152039531591 0.7776947427149801 0.7907356651913382
77 0.7973078862593784 0.7907356651913382 0.8038801073274187
78 0.8105048211954586 0.8038801073274187 0.8171295350634986
79 0.8238073596683705 0.8171295350634986 0.8304851842732424
80 0.837216903719524 0.8304851842732424 0.8439486231658055
81 0.850735186452587 0.8439486231658055 0.8575217497393686
82 0.8643640518831178 0.8575217497393686 0.8712063540268671
83 0.8781049708815645 0.8712063540268671 0.8850035877362619
84 0.8919593375854139 0.8850035877362619 0.8989150874345659
85 0.9059288841840657 0.8989150874345659 0.9129426809335655
86 0.9200157538267828 0.9129426809335655 0.9270888267200001
87 0.9342216188198136 0.9270888267200001 0.941354410919627
88 0.9485477994014607 0.941354410919627 0.9557411878832944
89 0.9629960574274978 0.9557411878832944 0.9702509269717012
90 0.9775686310228643 0.9702509269717012 0.9848863350740273
91 0.9922675666889629 0.9848863350740273 0.9996487983038984
92 1.0070943219252584 0.9996487983038984 1.0145398455466186
93 1.022050601651801 1.0145398455466186 1.0295613577569833
94 1.0371383741555498 1.0295613577569833 1.0447153905541162
95 1.0523602720507512 1.0447153905541162 1.0600051535473862
96 1.0677182623315327 1.0600051535473862 1.075431371115679
97 1.0832137233078702 1.075431371115679 1.0909960755000614
98 1.0988487210364846 1.0909960755000614 1.1067013665729077
99 1.1146254805664988 1.1067013665729077 1.1225495945600898
100 1.1305467964185125 1.1225495945600898 1.1385439982769352
101 1.146614732309702 1.1385439982769352 1.1546854663424688
102 1.162830848703557 1.1546854663424688 1.1709762310646452
103 1.179197388844252 1.1709762310646452 1.1874185466238587
104 1.1957166349565305 1.1874185466238587 1.2040147232892022
105 1.2123916571733964 1.2040147232892022 1.2207685910575905
106 1.2292249331157887 1.2207685910575905 1.237681275173987
107 1.2462181570500852 1.237681275173987 1.2547550389261835
108 1.2633736813039744 1.2547550389261835 1.2719923236817654
109 1.2806939861104785 1.2719923236817654 1.2893956485391915
110 1.2981816037005267 1.2893956485391915 1.3069675588618619
111 1.3158399840585369 1.3069675588618619 1.3247124092552118
112 1.333671771338399 1.3247124092552118 1.3426311334215861
113 1.3516787918664974 1.3426311334215861 1.3607264503114087
114 1.3698637702306138 1.3607264503114087 1.3790010901498189
115 1.3882294698964053 1.3790010901498189 1.3974578496429917
116 1.4067787122695514 1.3974578496429917 1.4160995748961112
117 1.4255144912328954 1.4160995748961112 1.4349294075696797
118 1.4444404436702327 1.4349294075696797 1.4539514797707858
119 1.4635594340044025 1.4539514797707858 1.4731673882380192
120 1.4828737875008844 1.4731673882380192 1.4925801867637496
121 1.5023865948635415 1.4925801867637496 1.5121930029633335
122 1.5221010019184322 1.5121930029633335 1.532009000873531
123 1.542020210844378 1.532009000873531 1.5520314208152248
124 1.5621474910873236 1.5520314208152248 1.5722635613594225
125 1.5824861508339845 1.5722635613594225 1.5927087403085465
126 1.6030396893691206 1.5927087403085465 1.6133706384296946
127 1.6238121184373069 1.6133706384296946 1.6342535984449191
128 1.6448068284224138 1.6342535984449191 1.6553600583999084
129 1.6660268210874347 1.6553600583999084 1.676693583774961
130 1.687475735822489 1.676693583774961 1.698257887870017
131 1.7091572989542856 1.698257887870017 1.7200567100385542
132 1.731075283944139 1.7200567100385542 1.7420938578497238
133 1.7532335545737963 1.7420938578497238 1.7643732512978687
134 1.775636034657341 1.7643732512978687 1.7868988180168133
135 1.79828672036324 1.7868988180168133 1.8096746227096667
136 1.8211897031106092 1.8096746227096667 1.8327047835115517
137 1.844349139139241 1.8327047835115517 1.8559934947669303
138 1.8677692616842527 1.8559934947669303 1.8795450286015751
139 1.8914543938121735 1.8795450286015751 1.9033637590227719
140 1.9154089390837252 1.9033637590227719 1.9274541191446786
141 1.9396373948481584 1.9274541191446786 1.9518206705516383
142 1.9641443310999835 1.9518206705516383 1.9764679916483288
143 1.988934403863106 1.9764679916483288 2.0014008160778833
144 2.0140123798682428 2.0014008160778833 2.0266239436586018
145 2.0393831161207645 2.0266239436586018 2.0521422885829272
146 2.0650515377748278 2.0521422885829272 2.077960786966728
147 2.091022687570426 2.077960786966728 2.1040845881741244
148 2.117301728037856 2.1040845881741244 2.1305188679015883
149 2.143893884242174 2.1305188679015883 2.15726890058276
150 2.170804493378249 2.15726890058276 2.184340086173737
151 2.19803901977869 2.184340086173737 2.2117379533836425
152 2.2256030330956174 2.2117379533836425 2.2394681128075917
153 2.2535021854883954 2.2394681128075917 2.2675362581691987
154 2.2817422511732066 2.2675362581691987 2.2959482441772145
155 2.3103291547838936 2.2959482441772145 2.324710065390572
156 2.339268910660371 2.324710065390572 2.3538277559301695
157 2.3685685289140554 2.3538277559301695 2.383309301897941
158 2.3982347924215883 2.383309301897941 2.413160282945236
159 2.428273342957569 2.413160282945236 2.4433864029699013
160 2.4586903248512506 2.4433864029699013 2.4739942467326
161 2.4894924015732713 2.4739942467326 2.5049905564139427
162 2.520686382380699 2.5049905564139427 2.536382208347456
163 2.552279184550734 2.536382208347456 2.568176160754013
164 2.5842782259034958 2.568176160754013 2.6003802910529785
165 2.616692721066555 2.6003802910529785 2.6330051510801313
166 2.649529861241186 2.6330051510801313 2.6660545714022414
167 2.682795391243952 2.6660545714022414 2.6995362110856624
168 2.7164970335542957 2.6995362110856624 2.7334578560229286
169 2.750642624010495 2.7334578560229286 2.7678273919980607
170 2.7852426174184237 2.7678273919980607 2.8026578428387867
171 2.8203060642808713 2.8026578428387867 2.837954285722956
172 2.85583910153525 2.837954285722956 2.8737239173475437
173 2.8918496402551686 2.8737239173475437 2.9099753631627934
174 2.9283480762908987 2.9099753631627934 2.9467207894190044
175 2.965345681004402 2.9467207894190044 2.9839705725897994
176 3.0028501459155423 2.9839705725897994 3.0217297192412857
177 3.0408686786937738 3.0217297192412857 3.0600076381462618
178 3.0794140409559896 3.0600076381462618 3.0988204437657174
179 3.118497571975526 3.0988204437657174 3.138174700185335
180 3.158126263720656 3.138174700185335 3.1780778272559775
181 3.198310989413934 3.1780778272559775 3.2185441515718907
182 3.2390656034292395 3.2185441515718907 3.2595870552865884
183 3.2803989738856885 3.2595870552865884 3.3012108924847885
184 3.322321179808155 3.3012108924847885 3.3434314671315217
185 3.364847235498545 3.3434314671315217 3.386263003865568
186 3.4079864147983567 3.386263003865568 3.4297098257311456
187 3.4517512171087965 3.4297098257311456 3.4737926084864474
188 3.4961562183294923 3.4737926084864474 3.518519828172537
189 3.5412102706780284 3.518519828172537 3.5639007131835196
190 3.586930369647887 3.5639007131835196 3.6099600261122546
191 3.6333288201907545 3.6099600261122546 3.6566976142692544
192 3.6804182251634936 3.6566976142692544 3.7041388360577328
193 3.728214508334486 3.7041388360577328 3.752290180611239
194 3.7767300943003543 3.752290180611239 3.8011700079894695
195 3.8259816358293066 3.8011700079894695 3.8507932636691438
196 3.875983131305822 3.8507932636691438 3.9011729989425
197 3.92675108117532 3.9011729989425 3.95232916340814
198 3.9783011335123426 3.95232916340814 4.004273103616545
199 4.030649659135258 4.004273103616545 4.057026214653971
200 4.083814135438054 4.057026214653971 4.110602056222137
201 4.137810691092967 4.110602056222137 4.165019325963796
202 4.19265876456117 4.165019325963796 4.220298203158542
203 4.248374221028067 4.220298203158542 4.276450238897593
204 4.304978580429835 4.276450238897593 4.333506921962077
205 4.362489906824997 4.333506921962077 4.391472891687918
206 4.420926980869225 4.391472891687918 4.450381070050531
207 4.480313032600216 4.450381070050531 4.5102449951499
208 4.5406632303868655 4.5102449951499 4.57108146562383
209 4.602004903289986 4.57108146562383 4.632928340956143
210 4.664360284707996 4.632928340956143 4.69579222845985
211 4.727744407728157 4.69579222845985 4.759696586996465
212 4.792188388790304 4.759696586996465 4.824680190584143
213 4.857716451647743 4.824680190584143 4.890752712711344
214 4.924346137495592 4.890752712711344 4.957939562279839
215 4.992106315302909 4.957939562279839 5.0262730683259775
