   3.1000000e+00   1.1020045e-05   1.8436778e-05   3.4148184e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.1500000e+00   7.1077632e-06   1.1698895e-05   1.8379363e-04   0.0000000e+00   0.0000000e+00   4.1593189e-05
   3.2000000e+00   4.6973452e-05   0.0000000e+00   3.1080066e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.2500000e+00   4.4361097e-05   3.8474676e-05   7.1963500e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3000000e+00   2.2837972e-05   1.2812244e-05   7.5170781e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.3500000e+00   3.1794790e-05   5.4573799e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.4000000e+00   3.0893815e-06   5.7072302e-07   7.2051560e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.4500000e+00   2.9011912e-06   4.3353926e-06   3.8079879e-05   0.0000000e+00   0.0000000e+00   3.9842577e-05
   3.5000000e+00   1.9226645e-05   3.0534230e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0918590e-05
   3.5500000e+00   0.0000000e+00   0.0000000e+00   2.1121921e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.6000000e+00   2.9344434e-06   3.5506442e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.4673921e-07
   3.6500000e+00   0.0000000e+00   7.2638397e-06   0.0000000e+00   3.0822671e-06   0.0000000e+00   0.0000000e+00
   3.7000000e+00   3.0553567e-06   7.2908482e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.7500000e+00   0.0000000e+00   9.8744662e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.8000000e+00   1.1050551e-05   1.9277186e-05   7.2971474e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.8500000e+00   1.0586343e-07   6.8327187e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.9000000e+00   0.0000000e+00   0.0000000e+00   3.6568978e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00
   3.9500000e+00   5.7186998e-07   1.0553331e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.0500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.1000000e+00   0.0000000e+00   1.4301081e-07   0.0000000e+00   2.3295623e-05   0.0000000e+00   0.0000000e+00
   4.1500000e+00   0.0000000e+00   1.8922670e-06   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.2000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.2500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.6115865e-06   0.0000000e+00   0.0000000e+00
   4.3000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.3500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.4000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.4500000e+00   0.0000000e+00   1.5798361e-06   1.4253759e-07   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.5000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.5500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.6000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.6500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.7000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   4.7500000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
